affixe,chiens,presentations,resultats,points,chiens_resultats,haut_niveau,CACIT,RCACIT,CACT,RCACT,EXC,TB,CQN,taux_resultat,score_moyen_presentation,points_moyens_par_chien,pct_chiens_resultats,fiabilite,chiens_leaders,disciplines_fortes,indice_affixe
DES PINS DE STELLA,1,3,1,60,1,0,0,0,0,0,1,0,0,0.3333333333333333,20.0,60.0,1.0,échantillon faible,EROS DES PINS DE STELLA,printemps,19.119986923583863
DI CASA SIGILLI,1,4,1,55,1,0,0,0,0,0,1,0,0,0.25,13.75,55.0,1.0,échantillon faible,PERSIA DI CASA SIGILLI,grande_quete,19.0889250381905
DU PAYS DE VASSIVIERE,2,14,1,33,1,0,0,0,0,0,0,1,0,0.07142857142857142,2.357142857142857,16.5,0.5,échantillon faible,"EBENE DU PAYS DE VASSIVIERE, LOUPIOTTE DU PAYS DE VASSIVIERE","becasse, grande_quete, printemps",19.061938196466034
DE SANDIE LANDES,1,6,1,33,1,0,0,0,0,0,0,1,0,0.16666666666666666,5.5,33.0,1.0,échantillon faible,FANTA DE SANDIE LANDES,discipline_non_identifiee,19.047972741555704
DU MARAIS DE LA MALVOISINE,2,13,1,33,1,0,0,0,0,0,0,1,0,0.07692307692307693,2.5384615384615383,16.5,0.5,échantillon faible,"IGANE DU MARAIS DE LA MALVOISINE, TIRIO DU MARAIS DE LA MALVOISINE",printemps,18.975221441454558
DELLA'D'MONTES,1,2,1,55,1,0,0,0,0,0,1,0,0,0.5,27.5,55.0,1.0,échantillon faible,FURIO DELLA'D MONTES,grande_quete,18.954505862362563
DU DOMAINE DE FURMICULACCIO,2,6,2,75,1,0,0,0,0,0,1,0,1,0.3333333333333333,12.5,37.5,0.5,échantillon faible,"ELYSE DU DOMAINE DE FURMICULACCIO, EROS DU DOMAINE DE FURMICULACCIO","discipline_non_identifiee, printemps",18.29574264363718
DEL NAVIGANTE,1,3,1,52,1,0,0,0,0,0,1,0,0,0.3333333333333333,17.333333333333332,52.0,1.0,échantillon faible,FUEGO DEL NAVIGANTE,grande_quete,18.25514741872085
DE LA PERDRIX GRISE,1,5,1,35,1,0,0,0,0,0,0,1,0,0.2,7.0,35.0,1.0,échantillon faible,DAHLI DE LA PERDRIX GRISE,printemps,18.121084745803312
DES CRIS DU MARAIS,1,5,1,35,1,0,0,0,0,0,0,1,0,0.2,7.0,35.0,1.0,échantillon faible,ROLA DES CRIS DU MARAIS,becassine,18.121084745803312
DU COL DES AUBEPINES,2,14,1,20,1,0,0,0,0,0,0,0,1,0.07142857142857142,1.4285714285714286,10.0,0.5,échantillon faible,"SULTAN DU COL DES AUBEPINES, TANYA DU COL DES AUBEPINES","becasse, montagne",17.786156681215154
DE ROSEMBO,2,7,1,55,1,0,0,0,0,0,1,0,0,0.14285714285714285,7.857142857142857,27.5,0.5,échantillon faible,"BEFFOU DE ROSEMBO, CRISTO DE ROSEMBO",discipline_non_identifiee,17.63544092860272
DU BOIS DE TINGUY,1,6,1,20,1,0,0,0,0,0,0,0,1,0.16666666666666666,3.3333333333333335,20.0,1.0,échantillon faible,EASY DU BOIS DE TINGUY,"becasse, becassine",17.63115705316452
DES BORDS DE LANGAZEL,2,9,1,31,1,0,0,0,0,0,0,1,0,0.1111111111111111,3.4444444444444446,15.5,0.5,échantillon faible,"MAYA DES BORDS DE LANGAZEL, LYRA DES BORDS DE LANGAZEL",becasse,17.524848668031055
DU DORMEUR DU VAL VIVANT,2,8,1,35,1,0,0,0,0,0,0,1,0,0.125,4.375,17.5,0.5,échantillon faible,"SOLINE DU DORMEUR DU VAL VIVANT, SHEYENNE DU DORMEUR DU VAL VIVANT",becasse,16.91757972874899
DE LA COULOUMINE SAN MARTI,1,4,1,33,1,0,0,0,0,0,0,1,0,0.25,8.25,33.0,1.0,échantillon faible,PEPITE DE LA COULOUMINE SAN MARTI,becasse,16.89334197075016
DU COEUR AMBRE,1,4,1,31,1,0,0,0,0,0,0,1,0,0.25,7.75,31.0,1.0,échantillon faible,IMPERIO ARMANI DU COEUR AMBRE,discipline_non_identifiee,16.673692313138087
DEL CACCIATORE,3,7,1,50,1,0,0,0,0,0,1,0,0,0.14285714285714285,7.142857142857143,16.666666666666668,0.3333333333333333,échantillon faible,"TROGLIO DEL CACCIATORE, KOBOS DEL CACCIATORE, PESTANA DEL CACCIATORE",grande_quete,15.755877064735035
DE LEIE WIND,1,2,1,30,1,0,0,0,0,0,0,1,0,0.5,15.0,30.0,1.0,échantillon faible,IXSOS DE LEIE WIND,printemps,15.288553258913169
VON DER OSTERPFORT,2,6,1,33,1,0,0,0,0,0,0,1,0,0.16666666666666666,5.5,16.5,0.5,échantillon faible,"SEMINO VON DER OSTERPFORT, OLIVIA VON DER OSTERPFORT","discipline_non_identifiee, becasse",14.847972741555704
DU CHATEAU DE TEISSONNIERE,2,7,1,20,1,0,0,0,0,0,0,0,1,0.14285714285714285,2.857142857142857,10.0,0.5,échantillon faible,"SCOOP DU CHATEAU DE TEISSONNIERE, ICARE DU CHATEAU DE TEISSONNIERE","becasse, becassine",14.370675773033348
DU BOIS DE SAINT MARTIAL,1,3,1,20,1,0,0,0,0,0,0,0,1,0.3333333333333333,6.666666666666667,20.0,1.0,échantillon faible,INDY DU BOIS DE SAINT MARTIAL,discipline_non_identifiee,14.35240040307024
DU VAL D'AUTAN,1,3,1,20,1,0,0,0,0,0,0,0,1,0.3333333333333333,6.666666666666667,20.0,1.0,échantillon faible,HEROS DU VAL D'AUTAN,discipline_non_identifiee,14.35240040307024
DE LA VALLEE DE L'ESCRINET,1,2,1,20,1,0,0,0,0,0,0,0,1,0.5,10.0,20.0,1.0,échantillon faible,SYBELLE DE LA VALLEE DE L'ESCRINET,becasse,13.649965752548884
DES FORGES DE MARSAGUET,2,6,1,20,1,0,0,0,0,0,0,0,1,0.16666666666666666,3.3333333333333335,10.0,0.5,échantillon faible,"PLUME DES FORGES DE MARSAGUET, HARFANG DES FORGES DE MARSAGUET","becasse, becassine, printemps",13.431157053164522
DES SERAPHINS ROUGES,3,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,exploitable,"IX TREME SHAMAN DES SERAPHINS ROUGES, I MADELEINE DES SERAPHINS ROUGES, FOREST GUMP DES SERAPHINS ROUGES","printemps, becasse, discipline_non_identifiee",9.877895695889132
DU VAL DE TORBIA,4,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,exploitable,"OVA DU VAL DE TORBIA, DOUBAI DU VAL DE TORBIA, IXOR DU VAL DE TORBIA","printemps, becasse, discipline_non_identifiee",9.877895695889132
DU BOIS QUEMIN,1,35,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SOLO DU BOIS QUEMIN,"becassine, printemps, becasse",8.27121256046794
DES TERRES D'OYE,1,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,NEMROD DES TERRES D'OYE,"printemps, becassine, discipline_non_identifiee",8.070379355280446
DE LA DELLE DES POIRIERS,4,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,exploitable,"EDIA DE LA DELLE DES POIRIERS, EIDER DE LA DELLE DES POIRIERS, ENOUK DE LA DELLE DES POIRIERS","becassine, becasse",7.906634248816838
D'AUBRAC,1,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TESS DERA TOURAL D'AUBRAC,"becasse, montagne",7.772142422608429
DES BOIS DES GUENINS,1,27,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,INSTANT DES BOIS DES GUENINS,"printemps, becasse",7.691147241566794
DE LA BORDE D'ARAYA,1,23,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,URSUYA DE LA BORDE D'ARAYA,"becasse, printemps, discipline_non_identifiee",7.3353480784845955
DA XEARA,2,19,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"NENO DA XEARA, MAXIMO DA XEARA","printemps, becasse",6.914526987122392
DU VAL LIVENNE,2,18,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"GLASCO DU VAL LIVENNE, GHANDI DU VAL LIVENNE","becasse, discipline_non_identifiee",6.79613561035214
DE LA FORET DE LA L'EYRE,1,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ULK DE LA FORET DE LA L'EYRE,becasse,6.539412850972484
DES SOURCES DU SEGALA,2,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"STORM DES SOURCES DU SEGALA, UTAH DES SOURCES DU SEGALA","becasse, discipline_non_identifiee",6.539412850972484
DU RALLYE DES CIMES,1,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,GORI DU RALLYE DES CIMES,"printemps, becasse, discipline_non_identifiee",6.539412850972484
DE AROFER,1,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ICARO DE AROFER,grande_quete,6.250520569980426
DE FUENTE LA PLATA,1,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,LUCAS DE FUENTE LA PLATA,becasse,6.250520569980426
DE MENDI KOSTE,1,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JAGUAR II DE MENDI KOSTE,becasse,6.250520569980426
"DEL FAENOR ""NI""",2,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"DIVA I DEL FAENOR ""NI"", REX DEL FAENOR ""NI""","grande_quete, printemps",6.250520569980426
DU BOIS D'AUTOMNE,1,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TINA DU BOIS D'AUTOMNE,"becasse, montagne",6.250520569980426
DE LA CENTAUREE NOIRE,2,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"VAILLANT DE LA CENTAUREE NOIRE, UNIQUE DE LA CENTAUREE NOIRE",becasse,6.091276342441481
DU DOMAINE DES FEUILLES,1,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,RAKIA DU DOMAINE DES FEUILLES,"becasse, discipline_non_identifiee, printemps",6.091276342441481
DE LA PETITE LIMAGNE,2,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"IANA DE LA PETITE LIMAGNE, ISLEN DE LA PETITE LIMAGNE","printemps, discipline_non_identifiee, becassine",5.920225819021406
DU CLOS DE CHAUZET,1,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SALLY DU CLOS DE CHAUZET,"becasse, discipline_non_identifiee, printemps",5.920225819021406
DU HAMEAU DE L'ECLIETTE,2,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"GALIA DU HAMEAU DE L'ECLIETTE, LITTLE DU HAMEAU DE L'ECLIETTE","discipline_non_identifiee, printemps",5.920225819021406
DU MAS DE GALLBRUNE,1,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DECO DU MAS DE GALLBRUNE,printemps,5.920225819021406
DE CASTEL LERN,2,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"RADJAH DE CASTEL LERN, ROUCKY DE CASTEL LERN","becasse, becassine",5.7354771793592825
DE COAT VIOLET,2,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"HERM DE COAT VIOLET, HEDEN DE COAT VIOLET",becasse,5.7354771793592825
DES LANDES DU MENEZ ARE,1,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SIOUXSIE DES LANDES DU MENEZ ARE,becasse,5.7354771793592825
DE PREBOIS,2,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"IAS DE PREBOIS, IAN DE PREBOIS",printemps,5.534643974171786
DES TILLEULS DU MESNIL,2,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"SEXTA DES TILLEULS DU MESNIL, SIKA DES TILLEULS DU MESNIL","printemps, becasse",5.534643974171786
DE L'OREE DU BOIS ROUX,1,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PACO DE L'OREE DU BOIS ROUX,becasse,5.048923283597227
DU MAS DE L'ARNESQUE,1,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PUNKY DU MAS DE L'ARNESQUE,"becassine, montagne, printemps",5.048923283597227
DELLA CERNAIA,2,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"ITALGO DELLA CERNAIA, VAIRO DELLA CERNAIA",becassine,4.5643236859955865
DES BOIS DE LA LIGNE,1,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MIOCHI DES BOIS DE LA LIGNE,printemps,4.5643236859955865
DES CHAMBAS DE GUERSAC,1,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HURON DES CHAMBAS DE GUERSAC,"becasse, discipline_non_identifiee",4.5643236859955865
DU COL DU SIGNAL,1,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HANDY DU COL DU SIGNAL,"printemps, discipline_non_identifiee",4.5643236859955865
DU GRAND BRION,1,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ULINE DU GRAND BRION,becasse,4.5643236859955865
DE PLAYABARRI,1,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,GAN I DE PLAYABARRI,printemps,4.079670792769545
DU HAUT DU THO,1,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,UCHKA DU HAUT DU THO,"becasse, montagne",4.079670792769545
DE HURICFERR,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,J'APACHE DE HURICFERR,"printemps, becasse",3.593124354652936
DE L'ARMADA LYRE,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,EST DE L'ARMADA LYRE,discipline_non_identifiee,3.593124354652936
DE LA COTE DE LA PERDRIX,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SALEM DE LA COTE DE LA PERDRIX,"becasse, printemps",3.593124354652936
DE SOSOBAL J-ISS,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DE SOSOBAL J-ISS,becasse,3.593124354652936
DES BOIS DE CERNUNNOS,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FUSHIA DES BOIS DE CERNUNNOS,discipline_non_identifiee,3.593124354652936
DES RIVAGES LEMANIQUES,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ORPHEE DES RIVAGES LEMANIQUES,becasse,3.593124354652936
DES TERRES D'HUDSON,2,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"ORIA DES TERRES D'HUDSON, OUZO DES TERRES D'HUDSON",printemps,3.593124354652936
DU PIED DU MONT,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FLOWER DU PIED DU MONT,"discipline_non_identifiee, becasse",3.593124354652936
DU VAL D'ANAST,1,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SOCRATE DU VAL D'ANAST,"becasse, printemps",3.593124354652936
DE L'ETANG DES PAPILLONS,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HEVA DE L'ETANG DES PAPILLONS,becasse,3.101704710175478
DE LA SOLARIEGA,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TENA DE LA SOLARIEGA,printemps,3.101704710175478
DE LA VALLEE DU PAIRON,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ONYX DE LA VALLEE DU PAIRON,becasse,3.101704710175478
DE LAMBRINIE,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ORACLE DE LAMBRINIE,grande_quete,3.101704710175478
DES BERGES DE L'AGLY,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HAS DES BERGES DE L'AGLY,printemps,3.101704710175478
DES HAUTS BURONS DU CANTAL,2,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"LASCO DES HAUTS BURONS DU CANTAL, NEIGE I DES HAUTS BURONS DU CANTAL","becassine, montagne",3.101704710175478
DI CASA LETIZIA,2,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"LAURSEN DI CASA LETIZIA, ZAKAN DI CASA LETIZIA",grande_quete,3.101704710175478
DI CASA MAROCCA,1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ELIA DI CASA MAROCCA,grande_quete,3.101704710175478
DA FLORA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,KOGTVEDS M MALOU DA FLORA,"printemps, becasse",2.600349632210237
DE BERLEUINE,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"HERM DE BERLEUINE, HUTCH DE BERLEUINE",discipline_non_identifiee,2.600349632210237
DEL DANIELLA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,RENE DEL DANIELLA,grande_quete,2.600349632210237
DES BOIS DU CAUSSE NOIR,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MAGIE DES BOIS DU CAUSSE NOIR,printemps,2.600349632210237
DES FORETS LIFFREENNES,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"FANTA DES FORETS LIFFREENNES, GERKA DES FORETS LIFFREENNES",discipline_non_identifiee,2.600349632210237
DI ALMALIOTIS,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ASTRO DI ALMALIOTIS,grande_quete,2.600349632210237
DI GRULLIA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DICK DI GRULLIA,grande_quete,2.600349632210237
DI GRUMA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PINO DI GRUMA,grande_quete,2.600349632210237
DI SALSA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,UTAH DI SALSA,discipline_non_identifiee,2.600349632210237
DI SOVIGLIANA,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PELE DI SOVIGLIANA,grande_quete,2.600349632210237
DU MOULIN RAGET,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ROZENN DU MOULIN RAGET,becasse,2.600349632210237
DU PIC D'ORHY,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PIXTA DU PIC D'ORHY,becasse,2.600349632210237
DU SAPHIR AUX IRIS,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,UNA DU SAPHIR AUX IRIS,becasse,2.600349632210237
D'OLT,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ZAFFIRA DELLE TERRE D'OLT,becasse,2.079832168862906
DE ADEMAR,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,CARPIN DE ADEMAR,printemps,2.079832168862906
DE FEUTEN VILIN,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,LILI-ROSE DE FEUTEN VILIN,becasse,2.079832168862906
DE LA CROIX DU GYPS,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"MISTRAL DE LA CROIX DU GYPS, MANDY DE LA CROIX DU GYPS",becasse,2.079832168862906
DE LA FORET DE LAAPS,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,UMBERTO DE LA FORET DE LAAPS,becassine,2.079832168862906
DE MALAUSE,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,EMIR DE MALAUSE,printemps,2.079832168862906
DEL COTORNO LEMON,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ROMOLO DEL COTORNO LEMON,grande_quete,2.079832168862906
DELLA GUARENTIGIA,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ERIC DELLA GUARENTIGIA,becassine,2.079832168862906
DES HOUX DU RONCERAIE,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MOZART DES HOUX DU RONCERAIE,becasse,2.079832168862906
DES NURAGHES,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,OTHELLO DES NURAGHES,"becasse, grande_quete, printemps",2.079832168862906
DES SOURCES DE L'ESTRIGON,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SETH DES SOURCES DE L'ESTRIGON,becasse,2.079832168862906
DI VAL CHIANA,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,XIO DI VAL CHIANA,becassine,2.079832168862906
DU BOIS DE LA MARZELIERE,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FAUSTINE DU BOIS DE LA MARZELIERE,"becasse, discipline_non_identifiee",2.079832168862906
DU BOIS DES CLIDES,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MONA DU BOIS DES CLIDES,becasse,2.079832168862906
DU CHATAIGNIER A LA BECASSE,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SAFIRE DU CHATAIGNIER A LA BECASSE,becasse,2.079832168862906
DU CLOS DES PERDRIX,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"FURY DU CLOS DES PERDRIX, HELA DU CLOS DES PERDRIX","becasse, printemps",2.079832168862906
DU CORDON DES DRUIDES,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TONG DU CORDON DES DRUIDES,becassine,2.079832168862906
DU MAS BECASSE,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,RAFALE DU MAS BECASSE,becasse,2.079832168862906
DU MONT D'ERGNY,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,GAZELLE DU MONT D'ERGNY,becassine,2.079832168862906
DU VAL DE L'AGLY,2,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"PERDOUDE DU VAL DE L'AGLY, GERPIE DU VAL DE L'AGLY","becasse, printemps",2.079832168862906
DU VALLON DES FEES,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,LEEROY DU VALLON DES FEES,becasse,2.079832168862906
D'AQUITAINE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HERMINE D'AQUITAINE,becasse,1.5214412286651957
DE CORA RIU TURIA,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FIL DE CORA RIU TURIA,becasse,1.5214412286651957
DE DENNEBROEUCQ,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HERCULE DE DENNEBROEUCQ,printemps,1.5214412286651957
DE L'ALLEVU DI SANT ANTONE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SULTANE DE L'ALLEVU DI SANT ANTONE,printemps,1.5214412286651957
DE L'AUBE NATURE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FOLY DE L'AUBE NATURE,discipline_non_identifiee,1.5214412286651957
DE LA CENSE AUX LIEVRES,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MELITO DE LA CENSE AUX LIEVRES,discipline_non_identifiee,1.5214412286651957
DE LA CHAPELLE D'AILLET,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,"ELF DE LA CHAPELLE D'AILLET, EROS DE LA CHAPELLE D'AILLET",discipline_non_identifiee,1.5214412286651957
DE MONTE TEJAS,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DALA DE MONTE TEJAS,becasse,1.5214412286651957
DE NETEKWACHT,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JUXTA VAN DE NETEKWACHT,becasse,1.5214412286651957
DE VECRIS,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JULY DE VECRIS,printemps,1.5214412286651957
DEL LUDA,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ASTRA DEL LUDA,printemps,1.5214412286651957
DEL PUIG SEGUER,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HULK DEL PUIG SEGUER,printemps,1.5214412286651957
DELLA,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,EDWARD TRINCHERALDO DELLA,becassine,1.5214412286651957
DES ETOILES DE LEADER,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,THAIS DES ETOILES DE LEADER,becasse,1.5214412286651957
DES PETITS DEMONS DE TARAVAS,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,NEPKA DES PETITS DEMONS DE TARAVAS,printemps,1.5214412286651957
DES RIVES DU MAGESQ,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,SIAM DES RIVES DU MAGESQ,"becasse, discipline_non_identifiee",1.5214412286651957
DES ROCS DU SIDOBRE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,LEEDS DES ROCS DU SIDOBRE,printemps,1.5214412286651957
DU CLOS DU BIBOUILLE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,FLORIA DU CLOS DU BIBOUILLE,becasse,1.5214412286651957
